,,,,,,,,
,,,,,ZipCode,Forecast_Month,Forecast_Rent,Volatility
,,,,,92201,9,2357.51,28.16
,,,,,92201,12,2380.29,28.16
,,,,,92203,3,2957.18,40.98
,,,,,92203,6,3074.92,40.98
,,,,,92203,9,3126.74,40.98
,,,,,92203,12,3149.73,40.98
,,,,,92211,3,2549.04,28.21
,,,,,92211,6,2555.67,28.21
,,,,,92211,9,2563.42,28.21
,,,,,92211,12,2565.88,28.21
,,,,,92223,3,2749.99,32.09
,,,,,92223,6,2762.85,32.09
,,,,,92223,9,2789.08,32.09
,,,,,92223,12,2816.1,32.09
,,,,,92234,3,2393.3,14.55
,,,,,92234,6,2423.78,14.55
,,,,,92234,9,2439.46,14.55
,,,,,92234,12,2454.28,14.55
,,,,,92240,3,2032.65,10.31
,,,,,92240,6,2078.38,10.31
,,,,,92240,9,2047.04,10.31
,,,,,92240,12,2069.84,10.31
,,,,,92252,3,1605.79,33.94
,,,,,92252,6,1631.74,33.94
,,,,,92252,9,1650.04,33.94
,,,,,92252,12,1690.44,33.94
,,,,,92253,3,3240.21,43.6
,,,,,92253,6,3212.53,43.6
,,,,,92253,9,3245.15,43.6
,,,,,92253,12,3313.57,43.6
,,,,,92260,3,2493.05,17.69
,,,,,92260,6,2516.81,17.69
,,,,,92260,9,2561.47,17.69
,,,,,92260,12,2583.02,17.69
,,,,,92262,3,2065.75,22.26
,,,,,92262,6,2085.03,22.26
,,,,,92262,9,2104.86,22.26
,,,,,92262,12,2134.31,22.26
,,,,,92264,3,2054.79,18.05
,,,,,92264,6,2078.36,18.05
,,,,,92264,9,2081.83,18.05
,,,,,92264,12,2128.32,18.05
,,,,,92270,3,4079.27,39.76
,,,,,92270,6,4251.45,39.76
,,,,,92270,9,4218.38,39.76
,,,,,92270,12,4293.16,39.76
,,,,,92277,3,1365.89,16.01
,,,,,92277,6,1389.4,16.01
,,,,,92277,9,1392.91,16.01
,,,,,92277,12,1399.96,16.01
,,,,,92284,3,1788.2,18.99
,,,,,92284,6,1816.52,18.99
,,,,,92284,9,1831.42,18.99
,,,,,92284,12,1832.92,18.99
,,,,,92301,3,1853.98,23.62
,,,,,92301,6,1875.88,23.62
,,,,,92301,9,1858.35,23.62
,,,,,92301,12,1871.39,23.62
,,,,,92307,3,1689.67,15.14
,,,,,92307,6,1701.45,15.14
,,,,,92307,9,1688.99,15.14
,,,,,92307,12,1720.92,15.14
,,,,,92308,3,1929.88,13.92
,,,,,92308,6,1936.83,13.92
,,,,,92308,9,1958.86,13.92
,,,,,92308,12,1967.56,13.92
,,,,,92311,3,1317.31,16.58
,,,,,92311,6,1330.96,16.58
,,,,,92311,9,1337.19,16.58
,,,,,92311,12,1367.31,16.58
,,,,,92313,3,2114.42,20.26
,,,,,92313,6,2152.55,20.26
,,,,,92313,9,2149.44,20.26
,,,,,92313,12,2147.15,20.26
,,,,,92324,3,1848.68,12.19
,,,,,92324,6,1859.64,12.19
,,,,,92324,9,1877.75,12.19
,,,,,92324,12,1885.71,12.19
,,,,,92325,3,1820.8,5
,,,,,92325,6,1820.8,5
,,,,,92325,9,1808.66,5
,,,,,92325,12,1812.82,5
,,,,,92335,3,2374.56,13.89
,,,,,92335,6,2381.74,13.89
,,,,,92335,9,2393.38,13.89
,,,,,92335,12,2401.09,13.89
,,,,,92336,3,3169.11,14.89
,,,,,92336,6,3172.1,14.89
,,,,,92336,9,3188.35,14.89
,,,,,92336,12,3195.56,14.89
,,,,,92345,3,2034.92,9.9
,,,,,92345,6,2049.86,9.9
,,,,,92345,9,2074.42,9.9
,,,,,92345,12,2096.46,9.9
,,,,,92346,3,2209.46,24.9
,,,,,92346,6,2219.57,24.9
,,,,,92346,9,2240.25,24.9
,,,,,92346,12,2260.66,24.9
,,,,,92354,3,2434.57,20.43
,,,,,92354,6,2444.58,20.43
,,,,,92354,9,2465.33,20.43
,,,,,92354,12,2468.43,20.43
,,,,,92373,3,2301.4,16.68
,,,,,92373,6,2326.15,16.68
,,,,,92373,9,2353.15,16.68
,,,,,92373,12,2372.46,16.68
,,,,,92374,3,2479.03,7.52
,,,,,92374,6,2501.83,7.52
,,,,,92374,9,2527.62,7.52
,,,,,92374,12,2550.89,7.52
,,,,,92376,3,2630.76,16.54
,,,,,92376,6,2624.03,16.54
,,,,,92376,9,2599.44,16.54
,,,,,92376,12,2598.33,16.54
,,,,,92392,3,2212.05,8.02
,,,,,92392,6,2238.17,8.02
,,,,,92392,9,2232.79,8.02
,,,,,92392,12,2233.91,8.02
,,,,,92394,3,2277.63,22.04
,,,,,92394,6,2303.32,22.04
,,,,,92394,9,2324.05,22.04
,,,,,92394,12,2343.9,22.04
,,,,,92395,3,1923.86,11.7
,,,,,92395,6,1951.76,11.7
,,,,,92395,9,1986.77,11.7
,,,,,92395,12,2008.68,11.7
,,,,,92399,3,1966.04,26.17
,,,,,92399,6,1977.13,26.17
,,,,,92399,9,1974.87,26.17
,,,,,92399,12,2005.89,26.17
,,,,,92404,3,1772.65,15.57
,,,,,92404,6,1797.94,15.57
,,,,,92404,9,1833.81,15.57
,,,,,92404,12,1828.65,15.57
,,,,,92405,3,1798.86,20.4
,,,,,92405,6,1804.55,20.4
,,,,,92405,9,1855.22,20.4
,,,,,92405,12,1853.36,20.4
,,,,,92407,3,2202.71,12.48
,,,,,92407,6,2241.93,12.48
,,,,,92407,9,2282.2,12.48
,,,,,92407,12,2298.29,12.48
,,,,,92410,3,1748.43,32.46
,,,,,92410,6,1744.32,32.46
,,,,,92410,9,1745.18,32.46
,,,,,92410,12,1782.25,32.46
,,,,,92501,3,2275.25,18.62
,,,,,92501,6,2311.09,18.62
,,,,,92501,9,2314.42,18.62
,,,,,92501,12,2342.99,18.62
,,,,,92503,3,2300.32,9.56
,,,,,92503,6,2334.6,9.56
,,,,,92503,9,2359.21,9.56
,,,,,92503,12,2381.46,9.56
,,,,,92504,3,2471.56,19.83
,,,,,92504,6,2494.36,19.83
,,,,,92504,9,2536.12,19.83
,,,,,92504,12,2547.08,19.83
,,,,,92505,3,2319.07,8.74
,,,,,92505,6,2317.48,8.74
,,,,,92505,9,2334.89,8.74
,,,,,92505,12,2340.57,8.74
,,,,,92506,3,2806.86,25.6
,,,,,92506,6,2832.76,25.6
,,,,,92506,9,2853.7,25.6
,,,,,92506,12,2879.12,25.6
,,,,,92507,3,2271.63,9.27
,,,,,92507,6,2302.53,9.27
,,,,,92507,9,2331.91,9.27
,,,,,92507,12,2361.61,9.27
,,,,,92508,3,2612.32,14.77
,,,,,92508,6,2628.66,14.77
,,,,,92508,9,2662.47,14.77
,,,,,92508,12,2684.74,14.77
,,,,,92509,3,2542.04,29
,,,,,92509,6,2532.52,29
,,,,,92509,9,2545.07,29
,,,,,92509,12,2583.69,29
,,,,,92530,3,2255.88,21.75
,,,,,92530,6,2265.67,21.75
,,,,,92530,9,2282.2,21.75
,,,,,92530,12,2285.62,21.75
,,,,,92532,3,2772.56,28.31
,,,,,92532,6,2840.78,28.31
,,,,,92532,9,2860.03,28.31
,,,,,92532,12,2885.11,28.31
,,,,,92543,3,1727.73,15.24
,,,,,92543,6,1690.71,15.24
,,,,,92543,9,1697.04,15.24
,,,,,92543,12,1702.32,15.24
,,,,,92544,3,2084,12.05
,,,,,92544,6,2088.8,12.05
,,,,,92544,9,2072.86,12.05
,,,,,92544,12,2091.07,12.05
,,,,,92545,3,1885.84,14.2
,,,,,92545,6,1887.88,14.2
,,,,,92545,9,1893.17,14.2
,,,,,92545,12,1899.33,14.2
,,,,,92551,3,2409.48,26.97
,,,,,92551,6,2408.68,26.97
,,,,,92551,9,2427,26.97
,,,,,92551,12,2446.41,26.97
,,,,,92553,3,2337.94,13.95
,,,,,92553,6,2371.43,13.95
,,,,,92553,9,2403.73,13.95
,,,,,92553,12,2428.54,13.95
,,,,,92555,3,2550.4,14.91
,,,,,92555,6,2559.38,14.91
,,,,,92555,9,2566.48,14.91
,,,,,92555,12,2560.34,14.91
,,,,,92557,3,2577.67,24.99
,,,,,92557,6,2594.17,24.99
,,,,,92557,9,2574.24,24.99
,,,,,92557,12,2587.72,24.99
,,,,,92562,3,2597.98,11.49
,,,,,92562,6,2617.79,11.49
,,,,,92562,9,2643.65,11.49
,,,,,92562,12,2680.36,11.49
,,,,,92563,3,2762.22,11.78
,,,,,92563,6,2769.24,11.78
,,,,,92563,9,2795.41,11.78
,,,,,92563,12,2819.5,11.78
,,,,,92571,3,2779.93,23.21
,,,,,92571,6,2810.81,23.21
,,,,,92571,9,2807.25,23.21
,,,,,92571,12,2828.28,23.21
,,,,,92583,3,2215.74,7.16
,,,,,92583,6,2216.66,7.16
,,,,,92583,9,2225.01,7.16
,,,,,92583,12,2266,7.16
,,,,,92584,3,3114.58,23.47
,,,,,92584,6,3138.32,23.47
,,,,,92584,9,3169.42,23.47
,,,,,92584,12,3168.17,23.47
,,,,,92585,3,2640.38,46.24
,,,,,92585,6,2630.27,46.24
,,,,,92585,9,2651.39,46.24
,,,,,92585,12,2700.49,46.24
,,,,,92586,3,2174.5,19.81
,,,,,92586,6,2180.39,19.81
,,,,,92586,9,2187.82,19.81
,,,,,92586,12,2214.19,19.81
,,,,,92587,3,2895.19,14.72
,,,,,92587,6,2895.19,14.72
,,,,,92587,9,2895.19,14.72
,,,,,92587,12,2841.93,14.72
,,,,,92590,3,2632.21,58.45
,,,,,92590,6,2699.63,58.45
,,,,,92590,9,2637.8,58.45
,,,,,92590,12,2651.64,58.45
,,,,,92591,3,2729.31,12.89
,,,,,92591,6,2757.79,12.89
,,,,,92591,9,2794.86,12.89
,,,,,92591,12,2827.91,12.89
,,,,,92592,3,3258.44,12.56
,,,,,92592,6,3293.53,12.56
,,,,,92592,9,3332.39,12.56
,,,,,92592,12,3376.66,12.56
,,,,,92595,3,58783.85,35.49
,,,,,92595,6,45592.82,35.49
,,,,,92595,9,69113.93,35.49
,,,,,92595,12,53334.04,35.49
,,,,,92596,3,3099.57,33.27
,,,,,92596,6,3118.08,33.27
,,,,,92596,9,3107.87,33.27
,,,,,92596,12,3090.79,33.27
,,,,,92602,3,3517.64,13.13
,,,,,92602,6,3551.61,13.13
,,,,,92602,9,3624.17,13.13
,,,,,92602,12,3649.07,13.13
,,,,,92603,3,4513.78,24.97
,,,,,92603,6,4560.95,24.97
,,,,,92603,9,4612.29,24.97
,,,,,92603,12,4663.75,24.97
,,,,,92604,3,3697.35,24.82
,,,,,92604,6,3764.88,24.82
,,,,,92604,9,3821.64,24.82
,,,,,92604,12,3848.52,24.82
,,,,,92606,3,3497.43,15.09
,,,,,92606,6,3551.39,15.09
,,,,,92606,9,3607.29,15.09
,,,,,92606,12,3643.88,15.09
,,,,,92610,3,3044.97,21.81
,,,,,92610,6,3028,21.81
,,,,,92610,9,3072.83,21.81
,,,,,92610,12,3081.03,21.81
,,,,,92612,3,3457.01,13.54
,,,,,92612,6,3503.95,13.54
,,,,,92612,9,3542.92,13.54
,,,,,92612,12,3573.83,13.54
,,,,,92614,3,3374.17,4.05
,,,,,92614,6,3399.36,4.05
,,,,,92614,9,3429.19,4.05
,,,,,92614,12,3459.58,4.05
,,,,,92618,3,3632.31,16.85
,,,,,92618,6,3656.43,16.85
,,,,,92618,9,3692.2,16.85
,,,,,92618,12,3735.47,16.85
,,,,,92620,3,3858.04,15.61
,,,,,92620,6,3871.55,15.61
,,,,,92620,9,3897.95,15.61
,,,,,92620,12,3929.59,15.61
,,,,,92624,3,4698.32,72.41
,,,,,92624,6,5021.2,72.41
,,,,,92624,9,5212.64,72.41
,,,,,92624,12,5616.69,72.41
,,,,,92625,3,7687.51,150.72
,,,,,92625,6,7821.55,150.72
,,,,,92625,9,8058.06,150.72
,,,,,92625,12,8131.01,150.72
,,,,,92626,3,3039.18,17.88
,,,,,92626,6,3079.34,17.88
,,,,,92626,9,3110.85,17.88
,,,,,92626,12,3121.42,17.88
,,,,,92627,3,3240.36,17.64
,,,,,92627,6,3267.91,17.64
,,,,,92627,9,3314.48,17.64
,,,,,92627,12,3366.43,17.64
,,,,,92629,3,3854.1,28.12
,,,,,92629,6,3928.65,28.12
,,,,,92629,9,3970.81,28.12
,,,,,92629,12,4015.64,28.12
,,,,,92630,3,3089.93,3.84
,,,,,92630,6,3116.22,3.84
,,,,,92630,9,3158.94,3.84
,,,,,92630,12,3190.87,3.84
,,,,,92637,3,3021.45,33.07
,,,,,92637,6,2962.45,33.07
,,,,,92637,9,3037.4,33.07
,,,,,92637,12,3068.49,33.07
,,,,,92646,3,3354.12,22.47
,,,,,92646,6,3387.1,22.47
,,,,,92646,9,3445.55,22.47
,,,,,92646,12,3442.2,22.47
,,,,,92647,3,2831.61,11.06
,,,,,92647,6,2863.11,11.06
,,,,,92647,9,2881.04,11.06
,,,,,92647,12,2902,11.06
,,,,,92648,3,3255.85,18.11
,,,,,92648,6,3307.26,18.11
,,,,,92648,9,3327.29,18.11
,,,,,92648,12,3366.8,18.11
,,,,,92649,3,2860.9,21.65
,,,,,92649,6,2875.87,21.65
,,,,,92649,9,2904.47,21.65
,,,,,92649,12,2950.95,21.65
,,,,,92651,3,4586.35,51.63
,,,,,92651,6,4666.62,51.63
,,,,,92651,9,4718.94,51.63
,,,,,92651,12,4745.58,51.63
,,,,,92653,3,2930.37,14.88
,,,,,92653,6,2944.61,14.88
,,,,,92653,9,2947.03,14.88
,,,,,92653,12,2954.43,14.88
,,,,,92656,3,3547.17,11.31
,,,,,92656,6,3600.75,11.31
,,,,,92656,9,3650.3,11.31
,,,,,92656,12,3675.25,11.31
,,,,,92657,3,7501.11,74.05
,,,,,92657,6,7553.22,74.05
,,,,,92657,9,7573.13,74.05
,,,,,92657,12,7548.49,74.05
,,,,,92660,3,4003.76,22.71
,,,,,92660,6,4068.33,22.71
,,,,,92660,9,4116.96,22.71
,,,,,92660,12,4166.53,22.71
,,,,,92663,3,2802.54,22.04
,,,,,92663,6,2850.36,22.04
,,,,,92663,9,2879.76,22.04
,,,,,92663,12,2910.86,22.04
,,,,,92672,3,3214.92,16.45
,,,,,92672,6,3258.16,16.45
,,,,,92672,9,3296.84,16.45
,,,,,92672,12,3332.03,16.45
,,,,,92673,3,3584.14,39.03
,,,,,92673,6,3583.92,39.03
,,,,,92673,9,3602.44,39.03
,,,,,92673,12,3615.75,39.03
,,,,,92675,3,3635.32,36.82
,,,,,92675,6,3655.65,36.82
,,,,,92675,9,3672.08,36.82
,,,,,92675,12,3686.36,36.82
,,,,,92677,3,3164.85,12.36
,,,,,92677,6,3210.53,12.36
,,,,,92677,9,3253.92,12.36
,,,,,92677,12,3283.51,12.36
,,,,,92683,3,2698.89,21.19
,,,,,92683,6,2720.45,21.19
,,,,,92683,9,2743.08,21.19
,,,,,92683,12,2768.59,21.19
,,,,,92688,3,2805.47,11.88
,,,,,92688,6,2836.52,11.88
,,,,,92688,9,2860.39,11.88
,,,,,92688,12,2895.26,11.88
,,,,,92691,3,3096.01,14.48
,,,,,92691,6,3093.95,14.48
,,,,,92691,9,3110.25,14.48
,,,,,92691,12,3135.73,14.48
,,,,,92692,3,3455.71,12.32
,,,,,92692,6,3500.1,12.32
,,,,,92692,9,3532.62,12.32
,,,,,92692,12,3550.29,12.32
,,,,,92694,3,3673.75,14.39
,,,,,92694,6,3710.19,14.39
,,,,,92694,9,3732.16,14.39
,,,,,92694,12,3754.59,14.39
,,,,,92701,3,2468.43,32.11
,,,,,92701,6,2498.88,32.11
,,,,,92701,9,2532.66,32.11
,,,,,92701,12,2531.71,32.11
,,,,,92704,3,2676.84,24.52
,,,,,92704,6,2683.58,24.52
,,,,,92704,9,2697.76,24.52
,,,,,92704,12,2710.03,24.52
,,,,,92705,3,3017.95,65.66
,,,,,92705,6,3018.58,65.66
,,,,,92705,9,3077.62,65.66
,,,,,92705,12,3061.56,65.66
,,,,,92706,3,2726.63,15.25
,,,,,92706,6,2729.67,15.25
,,,,,92706,9,2745.22,15.25
,,,,,92706,12,2787.02,15.25
,,,,,92707,3,2750.63,19.09
,,,,,92707,6,2766.62,19.09
,,,,,92707,9,2766.33,19.09
,,,,,92707,12,2758.61,19.09
,,,,,92708,3,3065.81,19.06
,,,,,92708,6,3090.56,19.06
,,,,,92708,9,3122.77,19.06
,,,,,92708,12,3147.07,19.06
,,,,,92780,3,2827.19,13.15
,,,,,92780,6,2865.79,13.15
,,,,,92780,9,2906.17,13.15
,,,,,92780,12,2923.87,13.15
,,,,,92782,3,3498.72,16.17
,,,,,92782,6,3548.13,16.17
,,,,,92782,9,3585.88,16.17
,,,,,92782,12,3628.79,16.17
,,,,,92801,3,2682.49,26.27
,,,,,92801,6,2733.02,26.27
,,,,,92801,9,2766.05,26.27
,,,,,92801,12,2808.38,26.27
,,,,,92802,3,2676.99,15.32
,,,,,92802,6,2713.01,15.32
,,,,,92802,9,2727.36,15.32
,,,,,92802,12,2754.39,15.32
,,,,,92804,3,2271.73,14.92
,,,,,92804,6,2282.42,14.92
,,,,,92804,9,2292.74,14.92
,,,,,92804,12,2322.28,14.92
,,,,,92805,3,2826.55,8.54
,,,,,92805,6,2839.39,8.54
,,,,,92805,9,2862.29,8.54
,,,,,92805,12,2885.69,8.54
,,,,,92806,3,2456.77,27.07
,,,,,92806,6,2493.14,27.07
,,,,,92806,9,2506.56,27.07
,,,,,92806,12,2524.81,27.07
,,,,,92807,3,2639.5,25.6
,,,,,92807,6,2656.56,25.6
,,,,,92807,9,2686.53,25.6
,,,,,92807,12,2712.6,25.6
,,,,,92808,3,3218.11,25.54
,,,,,92808,6,3242.47,25.54
,,,,,92808,9,3223.22,25.54
,,,,,92808,12,3230.18,25.54
,,,,,92821,3,2706.13,5.68
,,,,,92821,6,2725.51,5.68
,,,,,92821,9,2749.68,5.68
,,,,,92821,12,2767.58,5.68
,,,,,92831,3,2383.72,13.65
,,,,,92831,6,2419.18,13.65
,,,,,92831,9,2434.07,13.65
,,,,,92831,12,2446.1,13.65
,,,,,92832,3,2813.25,16.95
,,,,,92832,6,2841.86,16.95
,,,,,92832,9,2855.61,16.95
,,,,,92832,12,2874.58,16.95
,,,,,92833,3,3270.13,18.51
,,,,,92833,6,3300.28,18.51
,,,,,92833,9,3336.51,18.51
,,,,,92833,12,3373.06,18.51
,,,,,92835,3,3404.08,57.41
,,,,,92835,6,3404.4,57.41
,,,,,92835,9,3328.91,57.41
,,,,,92835,12,3421.36,57.41
,,,,,92840,3,2431.56,0.57
,,,,,92840,6,2431.56,0.57
,,,,,92840,9,2431.56,0.57
,,,,,92840,12,2429.5,0.57
,,,,,92841,3,2236.71,27.65
,,,,,92841,6,2228.34,27.65
,,,,,92841,9,2230.43,27.65
,,,,,92841,12,2266.79,27.65
,,,,,92866,3,2740.4,56.11
,,,,,92866,6,2788.62,56.11
,,,,,92866,9,2784.33,56.11
,,,,,92866,12,2850.39,56.11
,,,,,92867,3,3292.56,47.92
,,,,,92867,6,3304.23,47.92
,,,,,92867,9,3353.99,47.92
,,,,,92867,12,3379.59,47.92
,,,,,92868,3,2930.09,8.62
,,,,,92868,6,2946.96,8.62
,,,,,92868,9,2976,8.62
,,,,,92868,12,2995.58,8.62
,,,,,92869,3,3597.69,29.86
,,,,,92869,6,3655.52,29.86
,,,,,92869,9,3623.15,29.86
,,,,,92869,12,3678.13,29.86
,,,,,92870,3,2766.51,11.27
,,,,,92870,6,2783.74,11.27
,,,,,92870,9,2773.05,11.27
,,,,,92870,12,2771.97,11.27
,,,,,92878,3,2682.31,17.14
,,,,,92878,6,2684.81,17.14
,,,,,92878,9,2696.37,17.14
,,,,,92878,12,2745.55,17.14
,,,,,92879,3,2586.44,8.53
,,,,,92879,6,2617.72,8.53
,,,,,92879,9,2641.5,8.53
,,,,,92879,12,2665.42,8.53
,,,,,92880,3,3295.4,22.41
,,,,,92880,6,3327.52,22.41
,,,,,92880,9,3364.54,22.41
,,,,,92880,12,3395.88,22.41
,,,,,92881,3,2714.72,29.38
,,,,,92881,6,2728.98,29.38
,,,,,92881,9,2723.22,29.38
,,,,,92881,12,2722.74,29.38
,,,,,92882,3,3045.8,22.94
,,,,,92882,6,3088.62,22.94
,,,,,92882,9,3125,22.94
,,,,,92882,12,3160.26,22.94
,,,,,92883,3,3140.74,37.69
,,,,,92883,6,3144.22,37.69
,,,,,92883,9,3150.51,37.69
,,,,,92883,12,3167.11,37.69
,,,,,92886,3,4340.81,29.55
,,,,,92886,6,4387.11,29.55
,,,,,92886,9,4401.42,29.55
,,,,,92886,12,4445,29.55
,,,,,92887,3,3323.78,27
,,,,,92887,6,3395.79,27
,,,,,92887,9,3312.67,27
,,,,,92887,12,3293.97,27
,,,,,93001,3,2948.24,13.62
,,,,,93001,6,2974.67,13.62
,,,,,93001,9,3005.61,13.62
,,,,,93001,12,3046.17,13.62
,,,,,93003,3,2597.41,14.6
,,,,,93003,6,2625.71,14.6
,,,,,93003,9,2651.96,14.6
,,,,,93003,12,2673.56,14.6
,,,,,93004,3,2831.78,11.49
,,,,,93004,6,2851.25,11.49
,,,,,93004,9,2880.46,11.49
,,,,,93004,12,2897.41,11.49
,,,,,93010,3,2820.92,23.28
,,,,,93010,6,2863.5,23.28
,,,,,93010,9,2891.78,23.28
,,,,,93010,12,2923.3,23.28
,,,,,93012,3,3012.24,15.8
,,,,,93012,6,3041.31,15.8
,,,,,93012,9,3065.7,15.8
,,,,,93012,12,3086.01,15.8
,,,,,93023,3,3217.41,42.87
,,,,,93023,6,3217.79,42.87
,,,,,93023,9,3287.07,42.87
,,,,,93023,12,3311.25,42.87
,,,,,93030,3,2604.81,22.8
,,,,,93030,6,2665.59,22.8
,,,,,93030,9,2669.75,22.8
,,,,,93030,12,2689.26,22.8
,,,,,93033,3,2787.23,37.69
,,,,,93033,6,2931.29,37.69
,,,,,93033,9,2848.86,37.69
,,,,,93033,12,2875.18,37.69
,,,,,93035,3,2987.47,18.99
,,,,,93035,6,3049.75,18.99
,,,,,93035,9,3063.47,18.99
,,,,,93035,12,3110.4,18.99
,,,,,93036,3,3062.27,18.09
,,,,,93036,6,3084.94,18.09
,,,,,93036,9,3120.16,18.09
,,,,,93036,12,3137.44,18.09
,,,,,93041,3,2752.3,55.56
,,,,,93041,6,2781.5,55.56
,,,,,93041,9,2848.43,55.56
,,,,,93041,12,2873.41,55.56
,,,,,93063,3,3190.1,29.24
,,,,,93063,6,3247.95,29.24
,,,,,93063,9,3276.48,29.24
,,,,,93063,12,3320.68,29.24
,,,,,93065,3,3023.68,15.17
,,,,,93065,6,3040.2,15.17
,,,,,93065,9,3049.63,15.17
,,,,,93065,12,3058.75,15.17
,,,,,93101,3,3187.26,25.98
,,,,,93101,6,3206.28,25.98
,,,,,93101,9,3234.18,25.98
,,,,,93101,12,3261.61,25.98
,,,,,93103,3,3827.77,32.2
,,,,,93103,6,3808.42,32.2
,,,,,93103,9,3834.48,32.2
,,,,,93103,12,3823.98,32.2
,,,,,93105,3,3571.08,24.7
,,,,,93105,6,3603.08,24.7
,,,,,93105,9,3623.42,24.7
,,,,,93105,12,3632.97,24.7
,,,,,93108,3,15421.4,359.09
,,,,,93108,6,15172.78,359.09
,,,,,93108,9,15459.08,359.09
,,,,,93108,12,15339.38,359.09
,,,,,93109,3,3751.63,98.81
,,,,,93109,6,4081.07,98.81
,,,,,93109,9,4032.93,98.81
,,,,,93109,12,4106.04,98.81
,,,,,93110,3,4175.19,103.87
,,,,,93110,6,4064.94,103.87
,,,,,93110,9,4193.03,103.87
,,,,,93110,12,4318.6,103.87
,,,,,93117,3,3783.35,29.99
,,,,,93117,6,3784.41,29.99
,,,,,93117,9,3784.36,29.99
,,,,,93117,12,3801.44,29.99
,,,,,93230,3,1862.76,13.27
,,,,,93230,6,1874.88,13.27
,,,,,93230,9,1904.64,13.27
,,,,,93230,12,1930.66,13.27
,,,,,93245,3,1879.42,15.28
,,,,,93245,6,1925.22,15.28
,,,,,93245,9,1962.73,15.28
,,,,,93245,12,1922.05,15.28
,,,,,93257,3,1282.55,16.11
,,,,,93257,6,1285.28,16.11
,,,,,93257,9,1304.76,16.11
,,,,,93257,12,1302.56,16.11
,,,,,93274,3,1769.24,20.38
,,,,,93274,6,1764.35,20.38
,,,,,93274,9,1730.53,20.38
,,,,,93274,12,1740.6,20.38
,,,,,93277,3,1654.82,15.77
,,,,,93277,6,1654.69,15.77
,,,,,93277,9,1657.49,15.77
,,,,,93277,12,1687.03,15.77
,,,,,93291,3,1852.31,13.9
,,,,,93291,6,1865.7,13.9
,,,,,93291,9,1872.58,13.9
,,,,,93291,12,1882.4,13.9
,,,,,93292,3,1807.63,18.12
,,,,,93292,6,1799.69,18.12
,,,,,93292,9,1837.7,18.12
,,,,,93292,12,1853.58,18.12
,,,,,93301,3,1411.45,18.94
,,,,,93301,6,1407.66,18.94
,,,,,93301,9,1438.41,18.94
,,,,,93301,12,1457.4,18.94
,,,,,93304,3,1390.21,11.84
,,,,,93304,6,1414.56,11.84
,,,,,93304,9,1426.06,11.84
,,,,,93304,12,1441.13,11.84
,,,,,93305,3,1292.63,17.26
,,,,,93305,6,1286.55,17.26
,,,,,93305,9,1296.62,17.26
,,,,,93305,12,1322.35,17.26
,,,,,93306,3,1749.97,16.63
,,,,,93306,6,1758.65,16.63
,,,,,93306,9,1780.17,16.63
,,,,,93306,12,1777.21,16.63
,,,,,93307,3,1743.55,22.57
,,,,,93307,6,1795.52,22.57
,,,,,93307,9,1829.76,22.57
,,,,,93307,12,1840.09,22.57
,,,,,93308,3,1485.01,6.32
,,,,,93308,6,1494.11,6.32
,,,,,93308,9,1498.72,6.32
,,,,,93308,12,1508.09,6.32
,,,,,93309,3,1573.85,9.17
,,,,,93309,6,1577.62,9.17
,,,,,93309,9,1583.68,9.17
,,,,,93309,12,1594.44,9.17
,,,,,93311,3,2127.86,9.84
,,,,,93311,6,2153.38,9.84
,,,,,93311,9,2175.69,9.84
,,,,,93311,12,2194.87,9.84
,,,,,93312,3,2387.86,13.17
,,,,,93312,6,2419.52,13.17
,,,,,93312,9,2468.87,13.17
,,,,,93312,12,2471.93,13.17
,,,,,93313,3,2236.05,21.5
,,,,,93313,6,2245.76,21.5
,,,,,93313,9,2247.86,21.5
,,,,,93313,12,2260.84,21.5
,,,,,93314,3,2372.06,18.99
,,,,,93314,6,2386.79,18.99
,,,,,93314,9,2402.35,18.99
,,,,,93314,12,2407.87,18.99
,,,,,93401,3,2587.14,20.76
,,,,,93401,6,2594.78,20.76
,,,,,93401,9,2613.28,20.76
,,,,,93401,12,2628.72,20.76
,,,,,93405,3,2562.87,36.06
,,,,,93405,6,2732.03,36.06
,,,,,93405,9,2789.72,36.06
,,,,,93405,12,2857.63,36.06
,,,,,93422,3,2497.4,20.28
,,,,,93422,6,2552.7,20.28
,,,,,93422,9,2589.4,20.28
,,,,,93422,12,2628.21,20.28
,,,,,93436,3,2050.24,21.08
,,,,,93436,6,2004.77,21.08
,,,,,93436,9,2020.5,21.08
,,,,,93436,12,2034.69,21.08
,,,,,93446,3,2615.55,36.5
,,,,,93446,6,2662.77,36.5
,,,,,93446,9,2633.52,36.5
,,,,,93446,12,2723.42,36.5
,,,,,93454,3,2196.02,19.66
,,,,,93454,6,2242.58,19.66
,,,,,93454,9,2218.65,19.66
,,,,,93454,12,2263.27,19.66
,,,,,93455,3,3097.54,30.08
,,,,,93455,6,3137.53,30.08
,,,,,93455,9,3125.41,30.08
,,,,,93455,12,3105.1,30.08
,,,,,93458,3,2072.65,28.36
,,,,,93458,6,2056.04,28.36
,,,,,93458,9,2060.76,28.36
,,,,,93458,12,2034.28,28.36
,,,,,93505,3,1823.85,39.23
,,,,,93505,6,1893.99,39.23
,,,,,93505,9,1899.28,39.23
,,,,,93505,12,1895.41,39.23
,,,,,93534,3,1947.81,23.45
,,,,,93534,6,1997.04,23.45
